b1,b2,a1,a2,a6,qf1_01,qf1_02,qf1_03,qf1_04,qf1_05,qf1_06,qf1_07,qf1_08,qf1_09,qf1_10,qf1_11,qf1_12,qf4_01,qf4_05,qf4_06,l1,k1,e2c,e7,e9a,e9b,e1c,e2a,e2e
20,Male,East,Bugesera,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
35,Male,East,Rwamagana,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
45,Female,West,Rubavu,Urban,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Yes all
35,Female,South,Gisagara,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Seldom
42,Male,East,Bugesera,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,Yes,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,Seldom
47,Female,West,Karongi,Urban,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,,Yes,No,Yes,No,Always,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
28,Female,West,Rubavu,Urban,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
37,Female,South,Huye,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Seldom
31,Male,West,Rusizi,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,Have control over my financial Situation,Yes,Some of them
81,Female,East,Rwamagana,Rural,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,,No,Yes,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
35,Female,Kigali,Gasabo,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Do not save,Never,Improved,Yes,Have some control over my financial Situation,No,Some of them
49,Male,Kigali,Nyarugenge,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
52,Male,East,Nyagatare,Urban,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
25,Female,South,Kamonyi,Urban,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
31,Female,West,Rutsiro,Urban,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,Have some control over my financial Situation,Yes,Some of them
46,Male,Kigali,Gasabo,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
61,Male,Kigali,Gasabo,Urban,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Always,Never,Remained the same,Yes,"Yes, have a lot of control over my financial situation",No,Yes all
37,Male,South,Ruhango,Urban,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,Have scarce control over my financial situation,No,Some of them
54,Male,West,Ngororero,Rural,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
50,Female,West,Nyamasheke,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
30,Female,West,Rubavu,Urban,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,No,Seldom
66,Male,East,Nyagatare,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,No,Yes,No,Always,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
21,Female,West,Nyabihu,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
54,Female,East,Nyagatare,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
50,Male,North,Burera,Rural,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,,Yes,Yes,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
58,Male,East,Rwamagana,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
37,Female,South,Nyaruguru,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Worsened,No,Have some control over my financial Situation,Yes,Seldom
53,Female,South,Nyanza,Urban,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
58,Female,South,Kamonyi,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
23,Female,South,Ruhango,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have some control over my financial Situation,Yes,Some of them
45,Female,South,Huye,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
54,Male,South,Gisagara,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
35,Male,East,Bugesera,Urban,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Always,Rarely (less than 2 months),Remained the same,Yes,Have control over my financial Situation,Yes,None of them
56,Female,South,Nyanza,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
45,Female,Kigali,Kicukiro,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Always,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
56,Female,South,Nyanza,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,No,No,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
72,Female,Kigali,Gasabo,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,Rarely (less than 2 months),Remained the same,No,Have control over my financial Situation,Yes,Some of them
27,Male,South,Nyamagabe,Urban,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
34,Male,North,Rulindo,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
68,Female,West,Rutsiro,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
31,Male,East,Rwamagana,Rural,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,Always,Never,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
69,Male,East,Kayonza,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
33,Female,East,Kayonza,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,Have some control over my financial Situation,Yes,Seldom
49,Female,Kigali,Nyarugenge,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
33,Male,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
34,Male,South,Kamonyi,Rural,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",No,Seldom
41,Male,South,Ruhango,Rural,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
37,Male,South,Gisagara,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
53,Female,East,Rwamagana,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
61,Female,South,Nyamagabe,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Seldom
51,Male,East,Kayonza,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Seldom
31,Female,South,Nyamagabe,Rural,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,On a monthly basis,Remained the same,No,Have scarce control over my financial situation,No,None of them
20,Male,South,Nyamagabe,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
41,Male,South,Ruhango,Urban,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",No,Seldom
30,Male,Kigali,Gasabo,Urban,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
20,Female,East,Ngoma,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
64,Male,South,Ruhango,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Seldom
35,Female,Kigali,Kicukiro,Urban,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,Yes,Always,Rarely (less than 2 months),Improved,Yes,Have control over my financial Situation,Yes,Seldom
28,Male,Kigali,Gasabo,Urban,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Always,Rarely (less than 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
20,Female,East,Ngoma,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Worsened,No,Have no control over my financial situation,No,None of them
25,Female,East,Kirehe,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Always,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
69,Female,Kigali,Nyarugenge,Urban,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Yes all
19,Male,North,Burera,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Do not save,Rarely (less than 2 months),Worsened,No,Have control over my financial Situation,No,None of them
30,Male,South,Gisagara,Urban,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
19,Female,West,Karongi,Urban,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,No,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
41,Male,East,Kayonza,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
64,Female,South,Kamonyi,Rural,No,No,Yes,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
42,Male,South,Nyamagabe,Rural,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Always,On a monthly basis,Improved,No,Have control over my financial Situation,No,Some of them
50,Male,West,Rutsiro,Rural,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Improved,No,Have control over my financial Situation,No,Seldom
53,Male,North,Gicumbi,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,Yes,Always,On a monthly basis,Remained the same,No,Have no control over my financial situation,Yes,Some of them
46,Male,West,Rusizi,Rural,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
38,Male,South,Nyamagabe,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,Always,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Seldom
36,Male,West,Nyabihu,Rural,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
38,Female,Kigali,Gasabo,Urban,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,No,Always,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
27,Male,North,Gakenke,Rural,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,,No,Yes,Yes,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
40,Female,East,Nyagatare,Urban,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,,Yes,Yes,Sometimes,Never,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
26,Male,Kigali,Kicukiro,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
45,Male,West,Karongi,Urban,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Always,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
44,Male,Kigali,Nyarugenge,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,Never,Improved,No,Have control over my financial Situation,Yes,Some of them
21,Female,North,Rulindo,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
22,Male,East,Ngoma,Rural,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,,Yes,No,Yes,Do not save,On a monthly basis,Remained the same,No,Have scarce control over my financial situation,Yes,"Yes, most of them"
71,Male,East,Nyagatare,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
40,Male,South,Nyaruguru,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
37,Female,Kigali,Kicukiro,Urban,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Sometimes,Rarely (less than 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
39,Female,Kigali,Gasabo,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,"Yes, most of them"
41,Male,South,Huye,Urban,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,Yes,Yes,Always,Rarely (less than 2 months),Improved,No,Have no control over my financial situation,No,Some of them
41,Female,Kigali,Kicukiro,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Always,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
35,Female,Kigali,Gasabo,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Do not save,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,Seldom
21,Male,North,Burera,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
46,Female,North,Burera,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
40,Male,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
17,Female,East,Kirehe,Urban,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
45,Female,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
27,Male,North,Musanze,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
45,Female,North,Gakenke,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
34,Female,East,Bugesera,Rural,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,,Yes,No,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,None of them
32,Male,West,Nyamasheke,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
45,Male,Kigali,Kicukiro,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Always,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
41,Male,South,Huye,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
51,Female,West,Nyamasheke,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Always,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
