b1,b2,a1,a2,a6,qf1_01,qf1_02,qf1_03,qf1_04,qf1_05,qf1_06,qf1_07,qf1_08,qf1_09,qf1_10,qf1_11,qf1_12,qf4_01,qf4_05,qf4_06,l1,k1,e2c,e7,e9a,e9b,e1c,e2a,e2e
58,Female,East,Kirehe,Rural,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,,,Yes,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
42,Female,South,Nyamagabe,Urban,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,,Yes,,Yes,No,Always,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
47,Female,South,Kamonyi,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
34,Male,Kigali,Gasabo,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
28,Male,West,Karongi,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have some control over my financial Situation,Yes,Some of them
59,Female,South,Kamonyi,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,On a monthly basis,Remained the same,No,Have scarce control over my financial situation,No,None of them
23,Male,South,Huye,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,Have no control over my financial situation,Yes,None of them
59,Female,West,Nyabihu,Rural,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,Yes,No,No,Do not save,Never,Remained the same,No,Have some control over my financial Situation,Yes,None of them
55,Female,South,Huye,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,No,None of them
38,Male,West,Nyabihu,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,Yes,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,No,Seldom
63,Male,South,Ruhango,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
22,Female,South,Muhanga,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Always,Never,Remained the same,No,Have some control over my financial Situation,Yes,None of them
26,Male,North,Rulindo,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Always,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
36,Female,Kigali,Kicukiro,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,Yes,Yes,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
24,Female,West,Rubavu,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,Have control over my financial Situation,No,Seldom
50,Male,East,Nyagatare,Rural,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,,Yes,Yes,Yes,Do not save,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
36,Female,East,Bugesera,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,Some of them
80,Female,West,Rutsiro,Rural,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,No,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
43,Male,West,Ngororero,Rural,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,Yes,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
75,Female,East,Gatsibo,Urban,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,Yes,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
49,Male,West,Ngororero,Urban,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
41,Female,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
32,Male,West,Rubavu,Urban,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Improved,No,Have control over my financial Situation,Yes,Some of them
62,Female,South,Nyamagabe,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,No,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
23,Male,West,Ngororero,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Do not save,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,None of them
43,Female,East,Bugesera,Rural,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
51,Female,West,Rusizi,Rural,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Always,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
67,Male,West,Rutsiro,Rural,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
66,Female,West,Karongi,Rural,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,,Yes,No,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
43,Male,East,Rwamagana,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,Yes,Yes,No,Always,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
33,Male,South,Nyamagabe,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,Yes,Yes,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
60,Male,Kigali,Gasabo,Urban,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",No,Yes all
44,Male,South,Nyamagabe,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Worsened,No,Have no control over my financial situation,No,Seldom
38,Male,West,Ngororero,Rural,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,No,Yes,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,No,None of them
48,Male,South,Ruhango,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
20,Female,South,Muhanga,Urban,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Do not save,On a monthly basis,Worsened,No,Have no control over my financial situation,No,None of them
24,Female,West,Rutsiro,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Remained the same,No,Have some control over my financial Situation,Yes,"Yes, most of them"
21,Female,South,Nyanza,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,No,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,None of them
26,Male,North,Burera,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
22,Female,East,Bugesera,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
38,Female,East,Gatsibo,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
63,Female,West,Rubavu,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
31,Male,East,Gatsibo,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
24,Female,North,Gicumbi,Urban,No,No,Yes,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Rarely (less than 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
42,Female,East,Rwamagana,Rural,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Sometimes,On a monthly basis,Remained the same,Yes,Have scarce control over my financial situation,Yes,"Yes, most of them"
50,Male,South,Muhanga,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
33,Female,West,Karongi,Urban,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,Yes,No,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have some control over my financial Situation,Yes,None of them
30,Male,South,Nyanza,Rural,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
53,Female,North,Rulindo,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,Do not save,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,Seldom
36,Male,West,Ngororero,Rural,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,,Yes,,Yes,No,Do not save,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",No,Seldom
33,Female,South,Ruhango,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Always,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
49,Female,South,Nyanza,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
45,Male,East,Gatsibo,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,Yes,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
29,Female,East,Kirehe,Rural,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,Do not save,On a monthly basis,Remained the same,No,Have some control over my financial Situation,No,None of them
27,Female,East,Gatsibo,Urban,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
41,Male,East,Ngoma,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
34,Female,East,Bugesera,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have control over my financial Situation,Yes,Some of them
39,Female,South,Nyanza,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
71,Male,East,Gatsibo,Urban,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
38,Male,West,Karongi,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
54,Female,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Yes all
50,Male,East,Bugesera,Rural,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
66,Male,East,Gatsibo,Rural,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,Yes,Yes,Yes,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
28,Male,South,Nyamagabe,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,Have control over my financial Situation,Yes,Seldom
44,Male,West,Nyabihu,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",No,Yes all
34,Male,South,Kamonyi,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
44,Male,East,Ngoma,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,Yes,No,Always,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
42,Female,South,Nyanza,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have scarce control over my financial situation,No,Seldom
41,Male,East,Ngoma,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
41,Male,East,Rwamagana,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
55,Female,North,Gakenke,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Always,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
71,Female,South,Kamonyi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
54,Female,East,Gatsibo,Rural,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Always,Rarely (less than 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
45,Female,East,Kayonza,Rural,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Always,Rarely (less than 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
18,Male,North,Burera,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
45,Female,West,Karongi,Rural,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,,Yes,No,Always,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
57,Male,East,Bugesera,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
18,Female,South,Gisagara,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,Rarely (less than 2 months),Worsened,No,Have no control over my financial situation,No,Seldom
34,Male,North,Gicumbi,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,Rarely (less than 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
40,Male,Kigali,Gasabo,Urban,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
47,Male,North,Musanze,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
46,Female,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,Seldom
30,Male,East,Nyagatare,Urban,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
36,Male,North,Gakenke,Rural,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,,Yes,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
63,Female,South,Gisagara,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
65,Male,East,Nyagatare,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
68,Male,South,Nyamagabe,Urban,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,None of them
29,Male,North,Gicumbi,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Always,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
20,Male,East,Nyagatare,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Remained the same,No,Have no control over my financial situation,No,Seldom
37,Female,East,Nyagatare,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
59,Female,West,Nyabihu,Urban,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,Seldom
35,Female,North,Rulindo,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,Yes,Have scarce control over my financial situation,No,None of them
25,Female,East,Nyagatare,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
36,Male,East,Nyagatare,Rural,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",No,Yes all
35,Male,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
45,Male,South,Nyaruguru,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
42,Male,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
40,Female,East,Kirehe,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have control over my financial Situation,No,Seldom
31,Female,South,Ruhango,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,No,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
36,Female,West,Ngororero,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
40,Female,East,Ngoma,Rural,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,Yes,Sometimes,Rarely (less than 2 months),Improved,Yes,Have some control over my financial Situation,Yes,"Yes, most of them"
70,Male,South,Muhanga,Rural,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Sometimes,On a monthly basis,Worsened,No,Have scarce control over my financial situation,Yes,Seldom
66,Male,West,Rusizi,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,Yes,Always,On a monthly basis,Improved,No,Have control over my financial Situation,Yes,Yes all
34,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
26,Female,North,Burera,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
37,Female,East,Gatsibo,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
37,Female,North,Gakenke,Rural,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
56,Male,South,Gisagara,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
31,Male,Kigali,Gasabo,Rural,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,,No,Yes,Always,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
34,Male,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Yes all
65,Male,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,Yes,Do not save,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
60,Female,West,Karongi,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
28,Male,East,Nyagatare,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,Yes,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
66,Male,North,Gakenke,Urban,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Always,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
19,Male,East,Gatsibo,Rural,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,Yes,None of them
31,Female,East,Nyagatare,Rural,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
30,Female,South,Nyanza,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
38,Female,South,Nyamagabe,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
63,Female,West,Nyabihu,Rural,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,,Yes,Yes,Yes,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
55,Female,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
46,Male,West,Rutsiro,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
32,Female,South,Ruhango,Urban,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
32,Male,North,Musanze,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
50,Male,East,Nyagatare,Rural,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,,Yes,Yes,Yes,Do not save,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
23,Male,South,Kamonyi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have no control over my financial situation,No,None of them
51,Male,South,Ruhango,Rural,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
20,Female,West,Rutsiro,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Improved,Yes,Have some control over my financial Situation,No,Yes all
60,Male,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
32,Male,East,Kirehe,Rural,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
21,Male,West,Rubavu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
