year,quarter,sex,indicator,value
2021,Q4,Female,NEET rate-Youth  not in employment nor currently in education or training(%),37.902113840069845
2022,Q1,Female,NEET rate-Youth  not in employment nor currently in education or training(%),35.34670540243251
2022,Q2,Female,NEET rate-Youth  not in employment nor currently in education or training(%),41.39655569845124
2022,Q3,Female,NEET rate-Youth  not in employment nor currently in education or training(%),37.61488979026352
2022,Q4,Female,NEET rate-Youth  not in employment nor currently in education or training(%),41.89303700370426
2023,Q1,Female,NEET rate-Youth  not in employment nor currently in education or training(%),38.6844954465108
2023,Q2,Female,NEET rate-Youth  not in employment nor currently in education or training(%),39.55830987737517
2023,Q3,Female,NEET rate-Youth  not in employment nor currently in education or training(%),41.065783138540496
2023,Q4,Female,NEET rate-Youth  not in employment nor currently in education or training(%),38.367582749267854
2024,Q1,Female,NEET rate-Youth  not in employment nor currently in education or training(%),34.404241316034486
2024,Q2,Female,NEET rate-Youth  not in employment nor currently in education or training(%),36.06612896132319
2024,Q3,Female,NEET rate-Youth  not in employment nor currently in education or training(%),36.220378246246455
2024,Q4,Female,NEET rate-Youth  not in employment nor currently in education or training(%),34.136721858395376
2025,Q1,Female,NEET rate-Youth  not in employment nor currently in education or training(%),28.714056375363246
2025,Q2,Female,NEET rate-Youth  not in employment nor currently in education or training(%),30.65342748966055
2025,Q3,Female,NEET rate-Youth  not in employment nor currently in education or training(%),32.40919069533337
2025,Q4,Female,NEET rate-Youth  not in employment nor currently in education or training(%),30.20175517604345
2019,Q1,Female,Median monthly earnings at main job,18200.0
2019,Q2,Female,Median monthly earnings at main job,18200.0
2019,Q3,Female,Median monthly earnings at main job,18200.0
2019,Q4,Female,Median monthly earnings at main job,18200.0
2020,Q1,Female,Median monthly earnings at main job,20800.0
2020,Q3,Female,Median monthly earnings at main job,20000.0
2020,Q4,Female,Median monthly earnings at main job,20800.0
2021,Q1,Female,Median monthly earnings at main job,20800.0
2021,Q2,Female,Median monthly earnings at main job,20800.0
2021,Q3,Female,Median monthly earnings at main job,20800.0
2021,Q4,Female,Median monthly earnings at main job,20800.0
2022,Q1,Female,Median monthly earnings at main job,20800.0
2022,Q2,Female,Median monthly earnings at main job,20800.0
2022,Q3,Female,Median monthly earnings at main job,20800.0
2022,Q4,Female,Median monthly earnings at main job,25000.0
2023,Q1,Female,Median monthly earnings at main job,26000.0
2023,Q2,Female,Median monthly earnings at main job,26000.0
2023,Q3,Female,Median monthly earnings at main job,26000.0
2023,Q4,Female,Median monthly earnings at main job,26000.0
2024,Q1,Female,Median monthly earnings at main job,30000.0
2024,Q2,Female,Median monthly earnings at main job,26000.0
2024,Q3,Female,Median monthly earnings at main job,26000.0
2024,Q4,Female,Median monthly earnings at main job,26000.0
2025,Q1,Female,Median monthly earnings at main job,30000.0
2025,Q2,Female,Median monthly earnings at main job,26000.0
2025,Q3,Female,Median monthly earnings at main job,31200.0
2025,Q4,Female,Median monthly earnings at main job,31200.0
